Entry ID,Content ID,Datetime,Content Type,Category,Reaction Type,Sentiment,Score
15206,b62831cc-7447-465b-9c58-1fc659b17310,2/5/2021 6:09:05,Audio,Animals,Intrigued,Positive,45.00
15207,b62831cc-7447-465b-9c58-1fc659b17310,4/25/2021 8:22:24,Audio,Animals,Hate,Negative,5.00
15208,b62831cc-7447-465b-9c58-1fc659b17310,1/16/2021 9:25:32,Audio,Animals,Adore,Positive,72.00
15209,b62831cc-7447-465b-9c58-1fc659b17310,12/13/2020 16:45:10,Audio,Animals,Indifferent,Neutral,20.00
15210,b62831cc-7447-465b-9c58-1fc659b17310,11/1/2020 9:37:42,Audio,Animals,Super Love,Positive,75.00
15211,b62831cc-7447-465b-9c58-1fc659b17310,7/3/2020 22:25:08,Audio,Animals,Intrigued,Positive,45.00
15212,b62831cc-7447-465b-9c58-1fc659b17310,8/3/2020 18:55:08,Audio,Animals,Dislike,Negative,10.00
15213,b62831cc-7447-465b-9c58-1fc659b17310,6/14/2021 7:02:24,Audio,Animals,Hate,Negative,5.00
15214,b62831cc-7447-465b-9c58-1fc659b17310,7/5/2020 7:12:27,Audio,Animals,Want,Positive,70.00
15215,b62831cc-7447-465b-9c58-1fc659b17310,11/13/2020 7:17:27,Audio,Animals,Adore,Positive,72.00
15216,b62831cc-7447-465b-9c58-1fc659b17310,1/6/2021 10:01:31,Audio,Animals,Peeking,Neutral,35.00
15217,b62831cc-7447-465b-9c58-1fc659b17310,7/13/2020 4:40:07,Audio,Animals,Want,Positive,70.00
15218,b62831cc-7447-465b-9c58-1fc659b17310,2/7/2021 10:53:42,Audio,Animals,Heart,Positive,60.00
15219,b62831cc-7447-465b-9c58-1fc659b17310,3/16/2021 12:37:11,Audio,Animals,Cherish,Positive,70.00
15220,b62831cc-7447-465b-9c58-1fc659b17310,2/3/2021 12:45:17,Audio,Animals,Super Love,Positive,75.00
15221,b62831cc-7447-465b-9c58-1fc659b17310,1/9/2021 8:33:39,Audio,Animals,Interested,Positive,30.00
15222,b62831cc-7447-465b-9c58-1fc659b17310,3/5/2021 13:05:03,Audio,Animals,Hate,Negative,5.00
15223,b62831cc-7447-465b-9c58-1fc659b17310,4/11/2021 5:41:14,Audio,Animals,Want,Positive,70.00
15224,b62831cc-7447-465b-9c58-1fc659b17310,8/20/2020 4:52:36,Audio,Animals,Like,Positive,50.00
15225,b62831cc-7447-465b-9c58-1fc659b17310,11/27/2020 5:08:28,Audio,Animals,Interested,Positive,30.00
15226,b62831cc-7447-465b-9c58-1fc659b17310,11/6/2020 2:02:24,Audio,Animals,Scared,Negative,15.00
15227,b62831cc-7447-465b-9c58-1fc659b17310,7/7/2020 14:29:25,Audio,Animals,Scared,Negative,15.00
15228,b62831cc-7447-465b-9c58-1fc659b17310,1/5/2021 15:00:48,Audio,Animals,Scared,Negative,15.00
15229,b62831cc-7447-465b-9c58-1fc659b17310,6/16/2021 20:55:08,Audio,Animals,Interested,Positive,30.00
15230,b62831cc-7447-465b-9c58-1fc659b17310,5/22/2021 8:11:52,Audio,Animals,Disgust,Negative,0.00
15231,b62831cc-7447-465b-9c58-1fc659b17310,6/11/2021 18:42:26,Audio,Animals,Love,Positive,65.00
15232,b62831cc-7447-465b-9c58-1fc659b17310,12/8/2020 22:19:09,Audio,Animals,Heart,Positive,60.00
15233,b62831cc-7447-465b-9c58-1fc659b17310,6/28/2020 7:52:39,Audio,Animals,Adore,Positive,72.00
15234,b62831cc-7447-465b-9c58-1fc659b17310,12/7/2020 11:20:03,Audio,Animals,Like,Positive,50.00
15235,b62831cc-7447-465b-9c58-1fc659b17310,9/18/2020 1:49:57,Audio,Animals,Disgust,Negative,0.00
15236,b62831cc-7447-465b-9c58-1fc659b17310,5/30/2021 2:56:33,Audio,Animals,Like,Positive,50.00
15237,b62831cc-7447-465b-9c58-1fc659b17310,11/21/2020 10:34:01,Audio,Animals,Peeking,Neutral,35.00
15238,b62831cc-7447-465b-9c58-1fc659b17310,11/7/2020 15:28:13,Audio,Animals,Adore,Positive,72.00
15239,b62831cc-7447-465b-9c58-1fc659b17310,1/28/2021 7:37:19,Audio,Animals,Love,Positive,65.00
15240,b62831cc-7447-465b-9c58-1fc659b17310,7/6/2020 6:29:11,Audio,Animals,Want,Positive,70.00
15241,b62831cc-7447-465b-9c58-1fc659b17310,12/15/2020 6:17:59,Audio,Animals,Adore,Positive,72.00
15242,b62831cc-7447-465b-9c58-1fc659b17310,2/3/2021 19:14:43,Audio,Animals,Adore,Positive,72.00
15243,b62831cc-7447-465b-9c58-1fc659b17310,1/14/2021 10:26:02,Audio,Animals,Love,Positive,65.00
15244,b62831cc-7447-465b-9c58-1fc659b17310,3/21/2021 8:08:44,Audio,Animals,Love,Positive,65.00
15245,b62831cc-7447-465b-9c58-1fc659b17310,2/16/2021 22:01:21,Audio,Animals,Interested,Positive,30.00
15246,b62831cc-7447-465b-9c58-1fc659b17310,5/18/2021 16:47:17,Audio,Animals,Dislike,Negative,10.00
15247,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,12/29/2020 5:21:07,Photo,Culture,Heart,Positive,60.00
15248,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,12/11/2020 13:43:36,Photo,Culture,Dislike,Negative,10.00
15249,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,2/16/2021 20:14:16,Photo,Culture,Peeking,Neutral,35.00
15250,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,6/23/2020 17:51:11,Photo,Culture,Disgust,Negative,0.00
15251,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,3/6/2021 23:16:42,Photo,Culture,Want,Positive,70.00
15252,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,5/24/2021 23:25:12,Photo,Culture,Heart,Positive,60.00
15253,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,1/9/2021 8:33:02,Photo,Culture,Interested,Positive,30.00
15254,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,11/26/2020 0:06:14,Photo,Culture,Heart,Positive,60.00
15255,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,10/24/2020 1:21:47,Photo,Culture,Peeking,Neutral,35.00
15256,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,5/17/2021 5:42:24,Photo,Culture,Worried,Negative,12.00
15257,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,2/5/2021 6:42:47,Photo,Culture,Worried,Negative,12.00
15258,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,7/13/2020 17:04:59,Photo,Culture,Intrigued,Positive,45.00
15259,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,12/26/2020 22:20:24,Photo,Culture,Peeking,Neutral,35.00
15260,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,12/31/2020 3:23:44,Photo,Culture,Scared,Negative,15.00
15261,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,3/30/2021 10:52:20,Photo,Culture,Heart,Positive,60.00
15262,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,12/9/2020 10:57:14,Photo,Culture,Super Love,Positive,75.00
15263,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,5/16/2021 0:16:32,Photo,Culture,Want,Positive,70.00
15264,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,1/24/2021 3:54:36,Photo,Culture,Scared,Negative,15.00
15265,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,1/4/2021 14:42:05,Photo,Culture,Heart,Positive,60.00
15266,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,3/29/2021 11:39:25,Photo,Culture,Intrigued,Positive,45.00
15267,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,7/11/2020 8:42:11,Photo,Culture,Dislike,Negative,10.00
15268,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,11/23/2020 8:15:04,Photo,Culture,Scared,Negative,15.00
15269,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,2/25/2021 3:12:50,Photo,Culture,Dislike,Negative,10.00
15270,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,5/12/2021 2:53:21,Photo,Culture,Love,Positive,65.00
15271,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,2/1/2021 13:56:43,Photo,Culture,Cherish,Positive,70.00
15272,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,3/31/2021 18:19:18,Photo,Culture,Hate,Negative,5.00
15273,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,3/13/2021 18:05:16,Photo,Culture,Cherish,Positive,70.00
15274,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,6/22/2020 21:17:16,Photo,Culture,Intrigued,Positive,45.00
15275,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,6/12/2021 22:07:11,Photo,Culture,Interested,Positive,30.00
15276,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,11/26/2020 21:03:45,Photo,Culture,Love,Positive,65.00
15277,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,5/23/2021 3:02:42,Photo,Culture,Super Love,Positive,75.00
15278,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,11/30/2020 16:03:09,Photo,Culture,Dislike,Negative,10.00
15279,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,7/21/2020 10:54:36,Photo,Culture,Worried,Negative,12.00
15280,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,6/21/2020 11:21:40,Photo,Culture,Like,Positive,50.00
15281,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,11/16/2020 6:38:34,Photo,Culture,Interested,Positive,30.00
15282,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,11/13/2020 3:45:05,Photo,Culture,Adore,Positive,72.00
15283,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,7/3/2020 17:10:12,Photo,Culture,Interested,Positive,30.00
15284,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,4/16/2021 17:59:34,Photo,Culture,Intrigued,Positive,45.00
15285,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,3/30/2021 2:04:07,Photo,Culture,Heart,Positive,60.00
15286,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,4/18/2021 7:14:12,Photo,Culture,Worried,Negative,12.00
15287,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,12/7/2020 5:01:54,Photo,Culture,Dislike,Negative,10.00
15288,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,9/11/2020 20:09:34,Photo,Culture,Super Love,Positive,75.00
15289,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,8/3/2020 13:52:48,Photo,Culture,Worried,Negative,12.00
15290,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,9/26/2020 20:51:54,Photo,Culture,Cherish,Positive,70.00
15291,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,10/29/2020 5:23:38,Photo,Culture,Hate,Negative,5.00
15292,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,7/28/2020 22:54:24,Photo,Culture,Worried,Negative,12.00
15293,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,3/6/2021 5:00:00,Photo,Culture,Like,Positive,50.00
15294,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,9/29/2020 13:18:49,Photo,Culture,Intrigued,Positive,45.00
15295,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,6/12/2021 15:33:17,Photo,Culture,Peeking,Neutral,35.00
15296,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,10/3/2020 9:53:13,Photo,Culture,Interested,Positive,30.00
15297,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,8/5/2020 4:29:59,Photo,Culture,Peeking,Neutral,35.00
15298,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,5/29/2021 21:03:14,Photo,Culture,Worried,Negative,12.00
15299,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,5/23/2021 11:10:54,Photo,Culture,Scared,Negative,15.00
15300,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,9/6/2020 2:01:06,Photo,Culture,Hate,Negative,5.00
15301,b3c0379a-b71a-4f6f-9fde-ceb636739633,8/27/2020 18:29:19,Video,Culture,Heart,Positive,60.00
15302,b3c0379a-b71a-4f6f-9fde-ceb636739633,9/28/2020 17:29:59,Video,Culture,Love,Positive,65.00
15303,b3c0379a-b71a-4f6f-9fde-ceb636739633,7/20/2020 15:09:56,Video,Culture,Intrigued,Positive,45.00
15304,b3c0379a-b71a-4f6f-9fde-ceb636739633,11/15/2020 14:53:52,Video,Culture,Worried,Negative,12.00
15305,b3c0379a-b71a-4f6f-9fde-ceb636739633,2/21/2021 21:42:14,Video,Culture,Hate,Negative,5.00
15306,b3c0379a-b71a-4f6f-9fde-ceb636739633,1/8/2021 18:45:35,Video,Culture,Love,Positive,65.00
15307,b3c0379a-b71a-4f6f-9fde-ceb636739633,4/24/2021 17:09:24,Video,Culture,Super Love,Positive,75.00
15308,b3c0379a-b71a-4f6f-9fde-ceb636739633,3/27/2021 20:22:43,Video,Culture,Interested,Positive,30.00
15309,b3c0379a-b71a-4f6f-9fde-ceb636739633,12/21/2020 18:14:26,Video,Culture,Like,Positive,50.00
15310,b3c0379a-b71a-4f6f-9fde-ceb636739633,8/17/2020 5:10:24,Video,Culture,Interested,Positive,30.00
15311,b3c0379a-b71a-4f6f-9fde-ceb636739633,9/25/2020 6:36:58,Video,Culture,Scared,Negative,15.00
15312,b3c0379a-b71a-4f6f-9fde-ceb636739633,11/19/2020 20:16:13,Video,Culture,Interested,Positive,30.00
15313,b3c0379a-b71a-4f6f-9fde-ceb636739633,4/1/2021 6:39:26,Video,Culture,Interested,Positive,30.00
15314,b3c0379a-b71a-4f6f-9fde-ceb636739633,7/30/2020 2:31:21,Video,Culture,Super Love,Positive,75.00
15315,b3c0379a-b71a-4f6f-9fde-ceb636739633,7/28/2020 2:29:54,Video,Culture,Scared,Negative,15.00
15316,b3c0379a-b71a-4f6f-9fde-ceb636739633,5/9/2021 23:50:15,Video,Culture,Interested,Positive,30.00
15317,b3c0379a-b71a-4f6f-9fde-ceb636739633,4/16/2021 1:20:35,Video,Culture,Love,Positive,65.00
15318,b3c0379a-b71a-4f6f-9fde-ceb636739633,1/6/2021 16:21:20,Video,Culture,Disgust,Negative,0.00
15319,b3c0379a-b71a-4f6f-9fde-ceb636739633,12/18/2020 14:50:19,Video,Culture,Heart,Positive,60.00
15320,b3c0379a-b71a-4f6f-9fde-ceb636739633,3/13/2021 13:28:06,Video,Culture,Love,Positive,65.00
15321,b3c0379a-b71a-4f6f-9fde-ceb636739633,1/4/2021 17:03:16,Video,Culture,Intrigued,Positive,45.00
15322,b3c0379a-b71a-4f6f-9fde-ceb636739633,2/16/2021 11:08:54,Video,Culture,Worried,Negative,12.00
15323,b3c0379a-b71a-4f6f-9fde-ceb636739633,6/23/2020 9:32:27,Video,Culture,Adore,Positive,72.00
15324,b3c0379a-b71a-4f6f-9fde-ceb636739633,6/4/2021 6:12:40,Video,Culture,Worried,Negative,12.00
15325,b3c0379a-b71a-4f6f-9fde-ceb636739633,12/10/2020 5:17:15,Video,Culture,Love,Positive,65.00
15326,b3c0379a-b71a-4f6f-9fde-ceb636739633,12/18/2020 12:55:20,Video,Culture,Like,Positive,50.00
15327,b3c0379a-b71a-4f6f-9fde-ceb636739633,10/20/2020 1:58:34,Video,Culture,Like,Positive,50.00
15328,b3c0379a-b71a-4f6f-9fde-ceb636739633,1/18/2021 8:04:01,Video,Culture,Peeking,Neutral,35.00
15329,b3c0379a-b71a-4f6f-9fde-ceb636739633,1/16/2021 11:07:20,Video,Culture,Super Love,Positive,75.00
15330,b3c0379a-b71a-4f6f-9fde-ceb636739633,1/15/2021 10:27:58,Video,Culture,Adore,Positive,72.00
15331,b3c0379a-b71a-4f6f-9fde-ceb636739633,2/2/2021 13:46:34,Video,Culture,Worried,Negative,12.00
15332,02fca291-d239-4303-8725-1c114be2f32a,12/12/2020 9:16:50,Audio,Dogs,Hate,Negative,5.00
15333,02fca291-d239-4303-8725-1c114be2f32a,11/26/2020 12:00:55,Audio,Dogs,Dislike,Negative,10.00
15334,02fca291-d239-4303-8725-1c114be2f32a,12/7/2020 15:02:15,Audio,Dogs,Worried,Negative,12.00
15335,02fca291-d239-4303-8725-1c114be2f32a,12/27/2020 14:28:46,Audio,Dogs,Hate,Negative,5.00
15336,02fca291-d239-4303-8725-1c114be2f32a,9/9/2020 13:27:32,Audio,Dogs,Disgust,Negative,0.00
15337,02fca291-d239-4303-8725-1c114be2f32a,12/18/2020 13:28:00,Audio,Dogs,Disgust,Negative,0.00
15338,af8ab833-e28c-4451-b7f6-83f3953d556b,1/29/2021 20:30:35,Photo,Dogs,Disgust,Negative,0.00
15339,af8ab833-e28c-4451-b7f6-83f3953d556b,1/26/2021 11:39:23,Photo,Dogs,Want,Positive,70.00
15340,af8ab833-e28c-4451-b7f6-83f3953d556b,12/13/2020 4:22:28,Photo,Dogs,Cherish,Positive,70.00
15341,af8ab833-e28c-4451-b7f6-83f3953d556b,12/10/2020 13:36:02,Photo,Dogs,Like,Positive,50.00
15342,00d0cdf9-5919-4102-bf84-ebde253c3cd2,9/25/2020 19:56:00,Audio,Healthy Eating,Adore,Positive,72.00
15343,00d0cdf9-5919-4102-bf84-ebde253c3cd2,8/16/2020 9:24:50,Audio,Healthy Eating,Intrigued,Positive,45.00
15344,00d0cdf9-5919-4102-bf84-ebde253c3cd2,5/14/2021 6:14:07,Audio,Healthy Eating,Worried,Negative,12.00
15345,00d0cdf9-5919-4102-bf84-ebde253c3cd2,1/15/2021 20:06:38,Audio,Healthy Eating,Like,Positive,50.00
15346,00d0cdf9-5919-4102-bf84-ebde253c3cd2,5/9/2021 17:16:40,Audio,Healthy Eating,Scared,Negative,15.00
15347,00d0cdf9-5919-4102-bf84-ebde253c3cd2,4/26/2021 2:53:08,Audio,Healthy Eating,Cherish,Positive,70.00
15348,00d0cdf9-5919-4102-bf84-ebde253c3cd2,7/20/2020 8:41:41,Audio,Healthy Eating,Adore,Positive,72.00
15349,00d0cdf9-5919-4102-bf84-ebde253c3cd2,6/18/2021 2:00:03,Audio,Healthy Eating,Dislike,Negative,10.00
15350,00d0cdf9-5919-4102-bf84-ebde253c3cd2,10/11/2020 9:30:45,Audio,Healthy Eating,Worried,Negative,12.00
15351,00d0cdf9-5919-4102-bf84-ebde253c3cd2,8/22/2020 21:49:40,Audio,Healthy Eating,Super Love,Positive,75.00
15352,00d0cdf9-5919-4102-bf84-ebde253c3cd2,11/1/2020 13:29:11,Audio,Healthy Eating,Peeking,Neutral,35.00
15353,00d0cdf9-5919-4102-bf84-ebde253c3cd2,12/24/2020 9:36:10,Audio,Healthy Eating,Interested,Positive,30.00
15354,00d0cdf9-5919-4102-bf84-ebde253c3cd2,8/31/2020 12:37:22,Audio,Healthy Eating,Disgust,Negative,0.00
15355,00d0cdf9-5919-4102-bf84-ebde253c3cd2,10/17/2020 11:05:33,Audio,Healthy Eating,Want,Positive,70.00
15356,00d0cdf9-5919-4102-bf84-ebde253c3cd2,4/7/2021 23:00:35,Audio,Healthy Eating,Indifferent,Neutral,20.00
15357,00d0cdf9-5919-4102-bf84-ebde253c3cd2,4/17/2021 4:00:02,Audio,Healthy Eating,Super Love,Positive,75.00
15358,00d0cdf9-5919-4102-bf84-ebde253c3cd2,2/8/2021 7:29:43,Audio,Healthy Eating,Hate,Negative,5.00
15359,00d0cdf9-5919-4102-bf84-ebde253c3cd2,1/31/2021 12:46:51,Audio,Healthy Eating,Hate,Negative,5.00
15360,00d0cdf9-5919-4102-bf84-ebde253c3cd2,9/18/2020 11:27:49,Audio,Healthy Eating,Worried,Negative,12.00
15361,00d0cdf9-5919-4102-bf84-ebde253c3cd2,10/3/2020 1:59:31,Audio,Healthy Eating,Want,Positive,70.00
15362,00d0cdf9-5919-4102-bf84-ebde253c3cd2,12/30/2020 11:02:29,Audio,Healthy Eating,Love,Positive,65.00
15363,00d0cdf9-5919-4102-bf84-ebde253c3cd2,9/6/2020 12:50:03,Audio,Healthy Eating,Intrigued,Positive,45.00
15364,00d0cdf9-5919-4102-bf84-ebde253c3cd2,4/18/2021 19:42:24,Audio,Healthy Eating,Adore,Positive,72.00
15365,00d0cdf9-5919-4102-bf84-ebde253c3cd2,7/4/2020 2:42:19,Audio,Healthy Eating,Super Love,Positive,75.00
15366,00d0cdf9-5919-4102-bf84-ebde253c3cd2,3/31/2021 17:20:08,Audio,Healthy Eating,Peeking,Neutral,35.00
15367,00d0cdf9-5919-4102-bf84-ebde253c3cd2,11/2/2020 5:15:58,Audio,Healthy Eating,Scared,Negative,15.00
15368,00d0cdf9-5919-4102-bf84-ebde253c3cd2,4/16/2021 20:09:15,Audio,Healthy Eating,Scared,Negative,15.00
15369,00d0cdf9-5919-4102-bf84-ebde253c3cd2,5/3/2021 6:09:50,Audio,Healthy Eating,Intrigued,Positive,45.00
15370,00d0cdf9-5919-4102-bf84-ebde253c3cd2,6/23/2020 9:36:11,Audio,Healthy Eating,Interested,Positive,30.00
15371,00d0cdf9-5919-4102-bf84-ebde253c3cd2,6/19/2020 11:21:18,Audio,Healthy Eating,Heart,Positive,60.00
15372,00d0cdf9-5919-4102-bf84-ebde253c3cd2,9/24/2020 9:06:44,Audio,Healthy Eating,Super Love,Positive,75.00
15373,00d0cdf9-5919-4102-bf84-ebde253c3cd2,12/5/2020 14:01:30,Audio,Healthy Eating,Worried,Negative,12.00
15374,00d0cdf9-5919-4102-bf84-ebde253c3cd2,12/22/2020 15:20:45,Audio,Healthy Eating,Worried,Negative,12.00
15375,00d0cdf9-5919-4102-bf84-ebde253c3cd2,7/3/2020 6:23:44,Audio,Healthy Eating,Cherish,Positive,70.00
15376,00d0cdf9-5919-4102-bf84-ebde253c3cd2,3/2/2021 13:44:20,Audio,Healthy Eating,Heart,Positive,60.00
15377,00d0cdf9-5919-4102-bf84-ebde253c3cd2,6/24/2020 11:46:02,Audio,Healthy Eating,Hate,Negative,5.00
15378,00d0cdf9-5919-4102-bf84-ebde253c3cd2,5/29/2021 12:27:00,Audio,Healthy Eating,Cherish,Positive,70.00
15379,00d0cdf9-5919-4102-bf84-ebde253c3cd2,11/5/2020 5:42:53,Audio,Healthy Eating,Heart,Positive,60.00
15380,00d0cdf9-5919-4102-bf84-ebde253c3cd2,6/21/2020 10:18:13,Audio,Healthy Eating,Indifferent,Neutral,20.00
15381,00d0cdf9-5919-4102-bf84-ebde253c3cd2,1/25/2021 11:29:58,Audio,Healthy Eating,Adore,Positive,72.00
15382,00d0cdf9-5919-4102-bf84-ebde253c3cd2,7/26/2020 15:17:16,Audio,Healthy Eating,Heart,Positive,60.00
15383,00d0cdf9-5919-4102-bf84-ebde253c3cd2,7/5/2020 16:46:12,Audio,Healthy Eating,Interested,Positive,30.00
15384,00d0cdf9-5919-4102-bf84-ebde253c3cd2,2/18/2021 9:30:46,Audio,Healthy Eating,Want,Positive,70.00
15385,00d0cdf9-5919-4102-bf84-ebde253c3cd2,4/26/2021 12:19:01,Audio,Healthy Eating,Like,Positive,50.00
15386,00d0cdf9-5919-4102-bf84-ebde253c3cd2,7/4/2020 16:52:22,Audio,Healthy Eating,Want,Positive,70.00
15387,00d0cdf9-5919-4102-bf84-ebde253c3cd2,12/18/2020 14:28:25,Audio,Healthy Eating,Love,Positive,65.00
15388,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,6/22/2020 13:34:08,Photo,Technology,Scared,Negative,15.00
15389,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,11/25/2020 7:00:52,Photo,Technology,Interested,Positive,30.00
15390,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,10/1/2020 10:15:42,Photo,Technology,Indifferent,Neutral,20.00
15391,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,12/6/2020 10:08:51,Photo,Technology,Scared,Negative,15.00
15392,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,4/4/2021 12:19:27,Photo,Technology,Like,Positive,50.00
15393,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,9/3/2020 21:34:01,Photo,Technology,Want,Positive,70.00
15394,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,9/13/2020 10:21:39,Photo,Technology,Scared,Negative,15.00
15395,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,7/29/2020 22:16:51,Photo,Technology,Want,Positive,70.00
15396,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,2/16/2021 9:27:09,Gif,Healthy Eating,Adore,Positive,72.00
15397,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,5/11/2021 4:07:59,Gif,Healthy Eating,Disgust,Negative,0.00
15398,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,2/20/2021 21:03:39,Gif,Healthy Eating,Super Love,Positive,75.00
15399,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,7/30/2020 10:33:36,Gif,Healthy Eating,Interested,Positive,30.00
15400,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,9/7/2020 20:25:58,Gif,Healthy Eating,Indifferent,Neutral,20.00
15401,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,7/23/2020 17:10:53,Gif,Healthy Eating,Indifferent,Neutral,20.00
15402,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,4/27/2021 7:18:39,Gif,Healthy Eating,Dislike,Negative,10.00
15403,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,10/25/2020 11:47:55,Gif,Healthy Eating,Cherish,Positive,70.00
15404,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,11/25/2020 23:07:54,Gif,Healthy Eating,Want,Positive,70.00
15405,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,1/25/2021 13:18:10,Gif,Healthy Eating,Dislike,Negative,10.00
15406,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,12/26/2020 2:50:03,Gif,Healthy Eating,Scared,Negative,15.00
15407,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,5/22/2021 6:03:55,Gif,Healthy Eating,Peeking,Neutral,35.00
15408,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,10/20/2020 5:29:14,Gif,Healthy Eating,Want,Positive,70.00
15409,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,1/6/2021 18:16:46,Gif,Healthy Eating,Disgust,Negative,0.00
15410,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,10/18/2020 22:40:39,Gif,Healthy Eating,Peeking,Neutral,35.00
15411,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,6/11/2021 2:47:43,Gif,Healthy Eating,Heart,Positive,60.00
15412,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,12/20/2020 9:07:53,Gif,Healthy Eating,Indifferent,Neutral,20.00
15413,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,12/8/2020 6:00:45,Gif,Healthy Eating,Adore,Positive,72.00
15414,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,8/1/2020 6:02:02,Gif,Healthy Eating,Peeking,Neutral,35.00
15415,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,1/17/2021 19:05:00,Gif,Healthy Eating,Cherish,Positive,70.00
15416,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,9/12/2020 4:53:27,Gif,Healthy Eating,Love,Positive,65.00
15417,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,3/31/2021 10:59:23,Gif,Healthy Eating,Disgust,Negative,0.00
15418,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,2/1/2021 16:16:47,Gif,Healthy Eating,Interested,Positive,30.00
15419,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,7/9/2020 12:20:09,Gif,Healthy Eating,Intrigued,Positive,45.00
